model_name,lang,category,n,bleu_sentence,rougeL_f1,meteor,chrfpp,bertscore_precision,bertscore_recall,bertscore_f1,bert_cosine,e5_cosine,expansion_ratio,expansion_abs_distance_from_1,bleu_corpus
HuggingFaceTB/SmolLM3-3B,ca,Airport,95,0.1924526552471805,0.45949796555769606,0.39437182388630004,0.5152068424779791,0.840333504425852,0.8456303025546826,0.8426478699633949,0.8724491872285541,0.9253185604747973,1.1238310662866946,0.18624736866328193,0.20168357339086243
HuggingFaceTB/SmolLM3-3B,ca,Artist,109,0.2555109890182023,0.557925066432695,0.43832708863173875,0.5590411191327711,0.8568258110536348,0.8661805861586824,0.8611954713086469,0.8894394548661119,0.9231333694326769,1.0353449803436225,0.12347982434689665,0.26200068729334713
HuggingFaceTB/SmolLM3-3B,ca,Astronaut,82,0.2588115205287228,0.5418807696065805,0.47165440746733767,0.5401495120445623,0.8468633235954657,0.8566695342703563,0.8514065844256703,0.8918047583684688,0.9203015624023065,1.0097145804953962,0.10804559394897154,0.2528021087014872
HuggingFaceTB/SmolLM3-3B,ca,Athlete,50,0.2155776429185606,0.5049355060006887,0.40083239730987125,0.5299174861891729,0.8330721223354339,0.8508375775814057,0.8415318310260773,0.8706672430038452,0.931326254606247,1.3006269892964184,0.36569192569971704,0.17679721280371322
HuggingFaceTB/SmolLM3-3B,ca,Building,46,0.36296310791518666,0.45087169673172867,0.44793416418354953,0.5226419941065766,0.8282721392486406,0.8364991895530535,0.8320552628973256,0.8891113530034604,0.9297477991684623,0.9958625157712879,0.07246926887095768,0.3829816707401246
HuggingFaceTB/SmolLM3-3B,ca,CelestialBody,49,0.06443627160084149,0.34962862946324075,0.10377276963845351,0.2641212634002745,0.7306325709333226,0.6860588643015647,0.7056217996441588,0.6592499741486141,0.8813797296309958,0.7410327877763202,0.6628128628874441,0.062099400982242176
HuggingFaceTB/SmolLM3-3B,ca,City,83,0.24891317746652614,0.503707100176367,0.470153896391707,0.5374208257938469,0.8321946450026638,0.8371177344437105,0.8344000613833048,0.8592293987791222,0.9281722501099828,1.0899908231000879,0.1357206961898313,0.2154620624080376
HuggingFaceTB/SmolLM3-3B,ca,ComicsCharacter,30,0.1923839853399875,0.38230501313167764,0.31134948602236806,0.41519574421431965,0.8244298279285431,0.823072757323583,0.8236235439777374,0.8391592264175415,0.9025740106900533,0.962307234286753,0.08709615622955345,0.19916152265966322
HuggingFaceTB/SmolLM3-3B,ca,Company,66,0.19913231549772528,0.4440548624046504,0.332230117078027,0.47402755476774283,0.8321229969010209,0.8468894588224816,0.8387428802071195,0.8504142472238252,0.9263052913275632,1.0659851937204543,0.17327785290963338,0.18350803344262043
HuggingFaceTB/SmolLM3-3B,ca,Film,264,0.22616212645086572,0.4673224659006064,0.40004761884165124,0.5107638006403116,0.7959270358762958,0.820482320180445,0.8069741649158073,0.8068594353442843,0.9159331637801547,1.4437579465694748,0.49908830208194294,0.18217757601780712
